feedback_id,date,feedback,source,cleaned_text,sentiment,sentiment_score,sentiment_confidence,topics,keywords,emotion,aspect_sentiments,severity,severity_reason,priority,priority_score,priority_reason,department,department_reason,impact_level,impact_reason,action,action_reason,recommendation,recommendation_reason,suggested_next_step,recommendation_status,validation_status
FB0226,2026-08-30,chairs are uncomfortable,Suggestion Box,chairs are uncomfortable,Negative,0.9987,0.9987,"[""Chairs""]","[""chairs""]",Frustration,"[{""aspect"": ""Chairs Uncomfortable"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the General Services department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask General Services to review the feedback and complete the create task action.,FALLBACK,VALID
FB0625,2026-08-30,"good experience with some equipment is outdated, bad experience with nobody knew where to send the form",Suggestion Box,"good experience with some equipment is outdated, bad experience with nobody knew where to send the form",Negative,0.9998,0.9998,"[""Nobody Knew Where"", ""Experience""]","[""nobody knew where"", ""experience"", ""send"", ""form"", ""outdated""]",Frustration,"[{""aspect"": ""Experience Some Equipment"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the General Services department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask General Services to review the feedback and complete the create task action.,FALLBACK,VALID
FB0730,2026-08-30,teaching quality is actually great,Complaint,teaching quality is actually great,Positive,0.9999,0.9999,"[""Teaching Quality""]","[""teaching quality""]",Satisfaction,"[{""aspect"": ""Teaching Quality"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,Facilities,Matched the analyzed topic/keyword 'ac' to Facilities.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the Facilities department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask Facilities to review the feedback and complete the monitor action.,FALLBACK,VALID
FB0788,2026-08-30,nothing much,Complaint,nothing much,Negative,0.9997,0.9997,"[""Nothing""]","[""nothing""]",Frustration,"[{""aspect"": ""Nothing Much"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the General Services department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask General Services to review the feedback and complete the create task action.,FALLBACK,VALID
FB0892,2026-08-30,placement process is confusing,Complaint,placement process is confusing,Negative,0.9992,0.9992,"[""Placement Process""]","[""placement process"", ""confusing""]",Frustration,"[{""aspect"": ""Placement Process"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,Facilities,Matched the analyzed topic/keyword 'ac' to Facilities.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the Facilities department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask Facilities to review the feedback and complete the create task action.,FALLBACK,VALID
FB0926,2026-08-30,I like placement updates are very late; however wi fi keeps disconnecting,Course Feedback,I like placement updates are very late; however wi fi keeps disconnecting,Negative,0.9989,0.9989,"[""Late However Wi"", ""However Wi Fi""]","[""late however wi"", ""however wi fi"", ""like placement updates"", ""disconnecting""]",Frustration,"[{""aspect"": ""Like Placement"", ""sentiment"": ""Negative""}, {""aspect"": ""Wi Fi"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,Facilities,Matched the analyzed topic/keyword 'ac' to Facilities.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the Facilities department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask Facilities to review the feedback and complete the create task action.,FALLBACK,VALID
FB0967,2026-08-30,pls improve bhai...,Survey,pls improve bhai...,Positive,0.9904,0.9904,"[""Confusing Bhai""]","[""bhai""]",Joy,"[{""aspect"": ""Improve Bhai"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the General Services department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask General Services to review the feedback and complete the monitor action.,FALLBACK,VALID
FB1094,2026-08-30,overall library is good,Student Portal,overall library is good,Positive,0.9999,0.9999,"[""Overall Library""]","[""overall library""]",Joy,"[{""aspect"": ""Overall Library"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,Library,Matched the analyzed topic/keyword 'library' to Library.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the Library department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask Library to review the feedback and complete the monitor action.,FALLBACK,VALID
FB1156,2026-08-30,network dies during online tests,Course Feedback,network dies during online tests,Negative,0.9998,0.9998,"[""Online Tests"", ""Network""]","[""network dies"", ""online tests""]",Frustration,"[{""aspect"": ""Network"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,IT,Matched the analyzed topic/keyword 'network' to IT.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the IT department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask IT to review the feedback and complete the create task action.,FALLBACK,VALID
FB0017,2026-08-31,some classrooms have poor lighting,Complaint,some classrooms have poor lighting,Negative,0.9996,0.9996,"[""Poor Lighting"", ""New Classrooms""]","[""poor lighting"", ""classrooms""]",Frustration,"[{""aspect"": ""Some Classrooms"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,Academic Affairs,Matched the analyzed topic/keyword 'class' to Academic Affairs.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the Academic Affairs department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask Academic Affairs to review the feedback and complete the create task action.,FALLBACK,VALID
FB0066,2026-08-31,average experience,Suggestion Box,average experience,Negative,0.6636,0.6636,"[""Average Experience""]","[""average experience""]",Frustration,"[{""aspect"": ""Average Experience"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the General Services department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask General Services to review the feedback and complete the create task action.,FALLBACK,VALID
FB0170,2026-08-31,packages could be better,Complaint,packages could be better,Negative,0.9949,0.9949,"[""Packages""]","[""packages""]",Frustration,"[{""aspect"": ""Packages"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,Facilities,Matched the analyzed topic/keyword 'ac' to Facilities.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the Facilities department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask Facilities to review the feedback and complete the create task action.,FALLBACK,VALID
FB0296,2026-08-31,canteen needs more seating,Survey,canteen needs more seating,Negative,0.9985,0.9985,"[""More Seating"", ""Canteen""]","[""more seating"", ""canteen""]",Frustration,"[{""aspect"": ""Canteen Needs"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,Cafeteria,Matched the analyzed topic/keyword 'canteen' to Cafeteria.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the Cafeteria department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask Cafeteria to review the feedback and complete the create task action.,FALLBACK,VALID
FB0384,2026-08-31,everything is okay i guess lol,WhatsApp Feedback,everything is okay i guess lol,Positive,0.9997,0.9997,"[""Everything"", ""Guess""]","[""everything"", ""guess""]",Satisfaction,"[{""aspect"": ""Everything Guess"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the General Services department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask General Services to review the feedback and complete the monitor action.,FALLBACK,VALID
FB0391,2026-08-31,AC in library is sometimes too cold,Student Portal,AC in library is sometimes too cold,Negative,0.9995,0.9995,"[""Cold"", ""Ac""]","[""cold"", ""ac"", ""library""]",Frustration,"[{""aspect"": ""Ac Library"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,Facilities,Matched the analyzed topic/keyword 'ac' to Facilities.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the Facilities department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask Facilities to review the feedback and complete the create task action.,FALLBACK,VALID
FB0443,2026-08-31,"good experience with canteen staff is friendly, bad experience with forms are unnecessarily complicated",Complaint,"good experience with canteen staff is friendly, bad experience with forms are unnecessarily complicated",Negative,0.984,0.984,"[""Unnecessarily Complicated"", ""Experience""]","[""unnecessarily complicated"", ""experience"", ""canteen staff"", ""forms"", ""friendly""]",Frustration,"[{""aspect"": ""Experience Canteen"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,Cafeteria,Matched the analyzed topic/keyword 'canteen' to Cafeteria.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the Cafeteria department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask Cafeteria to review the feedback and complete the create task action.,FALLBACK,VALID
FB0662,2026-08-31,food quality has gone down!!! pls,Student Portal,food quality has gone down!!! pls,Negative,0.9981,0.9981,"[""Food Quality"", ""Down""]","[""food quality"", ""down""]",Frustration,"[{""aspect"": ""Food Quality"", ""sentiment"": ""Negative""}]",HIGH,Urgency or strong negative emotion indicates a substantial operational issue.,P2,0.75,Priority is based on severity (HIGH) and assessed impact.,Cafeteria,Matched the analyzed topic/keyword 'food' to Cafeteria.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,ESCALATE,High-severity feedback should be escalated to the responsible department.,Escalate this high-severity issue with the Cafeteria department.,The LangGraph decision classified this issue as HIGH severity with P2 priority.,Ask Cafeteria to review the feedback and complete the escalate action.,FALLBACK,VALID
FB0740,2026-08-31,packages could be better,WhatsApp Feedback,packages could be better,Negative,0.9949,0.9949,"[""Packages""]","[""packages""]",Frustration,"[{""aspect"": ""Packages"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,Facilities,Matched the analyzed topic/keyword 'ac' to Facilities.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the Facilities department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask Facilities to review the feedback and complete the create task action.,FALLBACK,VALID
FB0759,2026-08-31,network in the lab is bad imo,Complaint,network in the lab is bad imo,Negative,0.9998,0.9998,"[""Network"", ""Lab""]","[""network"", ""lab""]",Frustration,"[{""aspect"": ""Network Lab"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,IT,Matched the analyzed topic/keyword 'network' to IT.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the IT department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask IT to review the feedback and complete the create task action.,FALLBACK,VALID
FB0811,2026-08-31,"not enough companies are coming is great, although books are pretty useful.",Complaint,"not enough companies are coming is great, although books are pretty useful.",Negative,0.78,0.78,"[""Pretty Useful"", ""Books""]","[""pretty useful"", ""books"", ""companies""]",Disappointment,"[{""aspect"": ""Companies Coming"", ""sentiment"": ""Negative""}, {""aspect"": ""Books Pretty"", ""sentiment"": ""Positive""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,Placement Cell,Matched the analyzed topic/keyword 'companies' to Placement Cell.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the Placement Cell department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask Placement Cell to review the feedback and complete the create task action.,FALLBACK,VALID
FB0841,2026-08-31,library is quiet and nice tbh,WhatsApp Feedback,library is quiet and nice tbh,Positive,0.9952,0.9952,"[""Quiet"", ""Nice""]","[""quiet"", ""nice"", ""library""]",Satisfaction,"[{""aspect"": ""Library Quiet"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,Library,Matched the analyzed topic/keyword 'library' to Library.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the Library department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask Library to review the feedback and complete the monitor action.,FALLBACK,VALID
FB0880,2026-08-31,Overall okay. prof explains things really well but chai is good lol.,WhatsApp Feedback,Overall okay. prof explains things really well but chai is good lol.,Positive,0.9996,0.9996,"[""Prof Explains Things"", ""Chai""]","[""prof explains things"", ""chai"", ""overall""]",Satisfaction,"[{""aspect"": ""Overall Prof"", ""sentiment"": ""Positive""}, {""aspect"": ""Chai"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the General Services department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask General Services to review the feedback and complete the monitor action.,FALLBACK,VALID
FB0940,2026-08-31,pls improve imo tbh idk,WhatsApp Feedback,pls improve imo tbh idk,Positive,0.9799,0.9799,[],[],Joy,"[{""aspect"": ""Improve"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the General Services department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask General Services to review the feedback and complete the monitor action.,FALLBACK,VALID
FB1018,2026-08-31,AC in library is sometimes too cold,WhatsApp Feedback,AC in library is sometimes too cold,Negative,0.9995,0.9995,"[""Cold"", ""Ac""]","[""cold"", ""ac"", ""library""]",Frustration,"[{""aspect"": ""Ac Library"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,Facilities,Matched the analyzed topic/keyword 'ac' to Facilities.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the Facilities department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask Facilities to review the feedback and complete the create task action.,FALLBACK,VALID
FB0013,2026-09-01,AC in library is sometimes too cold,WhatsApp Feedback,AC in library is sometimes too cold,Negative,0.9995,0.9995,"[""Cold"", ""Ac""]","[""cold"", ""ac"", ""library""]",Frustration,"[{""aspect"": ""Ac Library"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,Facilities,Matched the analyzed topic/keyword 'ac' to Facilities.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the Facilities department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask Facilities to review the feedback and complete the create task action.,FALLBACK,VALID
FB0409,2026-09-01,the attendance pressure is too much is good but too many last minute changes.,WhatsApp Feedback,the attendance pressure is too much is good but too many last minute changes.,Negative,0.9955,0.9955,"[""Last Minute Changes"", ""Attendance Pressure""]","[""last minute changes"", ""attendance pressure""]",Frustration,"[{""aspect"": ""Attendance Pressure"", ""sentiment"": ""Negative""}, {""aspect"": ""Last Minute Changes"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,Academic Affairs,Matched the analyzed topic/keyword 'attendance' to Academic Affairs.,SMALL_GROUP,Plural or group-oriented language indicates impact beyond one individual.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the Academic Affairs department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask Academic Affairs to review the feedback and complete the create task action.,FALLBACK,VALID
FB0446,2026-09-01,food is okay nothing special,Course Feedback,food is okay nothing special,Negative,0.9677,0.9677,"[""Nothing Special"", ""Food""]","[""nothing special"", ""food""]",Frustration,"[{""aspect"": ""Food Nothing"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,Cafeteria,Matched the analyzed topic/keyword 'food' to Cafeteria.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the Cafeteria department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask Cafeteria to review the feedback and complete the create task action.,FALLBACK,VALID
FB0459,2026-09-01,placement process is confusing,Course Feedback,placement process is confusing,Negative,0.9992,0.9992,"[""Placement Process""]","[""placement process"", ""confusing""]",Frustration,"[{""aspect"": ""Placement Process"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,Facilities,Matched the analyzed topic/keyword 'ac' to Facilities.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the Facilities department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask Facilities to review the feedback and complete the create task action.,FALLBACK,VALID
FB0490,2026-09-01,not enough seats during exams,Complaint,not enough seats during exams,Negative,0.9993,0.9993,"[""Seats"", ""Exams""]","[""seats"", ""exams""]",Frustration,"[{""aspect"": ""Seats During Exams"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the General Services department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask General Services to review the feedback and complete the create task action.,FALLBACK,VALID
FB0522,2026-09-01,The canteen samosa is actually good is good but forms are unnecessarily complicated.,WhatsApp Feedback,The canteen samosa is actually good is good but forms are unnecessarily complicated.,Mixed,0.9911,0.9911,"[""Unnecessarily Complicated"", ""Canteen Samosa""]","[""unnecessarily complicated"", ""canteen samosa"", ""forms""]",Concern,"[{""aspect"": ""Canteen Samosa"", ""sentiment"": ""Positive""}, {""aspect"": ""Forms Unnecessarily"", ""sentiment"": ""Negative""}]",MEDIUM,Mixed feedback contains a concern that merits follow-up.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,Facilities,Matched the analyzed topic/keyword 'ac' to Facilities.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the Facilities department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask Facilities to review the feedback and complete the create task action.,FALLBACK,VALID
FB0547,2026-09-01,not great,Course Feedback,not great,Negative,0.9997,0.9997,[],[],Frustration,[],MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the General Services department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask General Services to review the feedback and complete the create task action.,FALLBACK,VALID
FB0739,2026-09-01,books are pretty useful imo,Student Portal,books are pretty useful imo,Positive,0.9959,0.9959,"[""Pretty Useful"", ""Books""]","[""pretty useful"", ""books""]",Satisfaction,"[{""aspect"": ""Books Pretty"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the General Services department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask General Services to review the feedback and complete the monitor action.,FALLBACK,VALID
FB0836,2026-09-01,chairs are uncomfortable??,Student Portal,chairs are uncomfortable??,Negative,0.9985,0.9985,"[""Chairs""]","[""chairs""]",Frustration,"[{""aspect"": ""Chairs Uncomfortable"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the General Services department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask General Services to review the feedback and complete the create task action.,FALLBACK,VALID
FB0994,2026-09-01,library wifi is weak lol,WhatsApp Feedback,library wifi is weak lol,Negative,0.9997,0.9997,"[""Library Wifi"", ""Weak""]","[""library wifi"", ""weak""]",Frustration,"[{""aspect"": ""Library Wifi"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,IT,Matched the analyzed topic/keyword 'wifi' to IT.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the IT department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask IT to review the feedback and complete the create task action.,FALLBACK,VALID
FB0996,2026-09-01,library is quiet and nice,Survey,library is quiet and nice,Positive,0.9998,0.9998,"[""Quiet"", ""Nice""]","[""quiet"", ""nice"", ""library""]",Satisfaction,"[{""aspect"": ""Library Quiet"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,Library,Matched the analyzed topic/keyword 'library' to Library.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the Library department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask Library to review the feedback and complete the monitor action.,FALLBACK,VALID
FB1029,2026-09-01,communication about drives needs improvement,Survey,communication about drives needs improvement,Negative,0.9858,0.9858,"[""Communication About Drives"", ""Improved""]","[""communication about drives"", ""improvement""]",Frustration,"[{""aspect"": ""Communication About Drives"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the General Services department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask General Services to review the feedback and complete the create task action.,FALLBACK,VALID
FB1065,2026-09-01,projector wasnt working in class,Survey,projector wasnt working in class,Negative,0.9982,0.9982,"[""Projector"", ""Class""]","[""projector"", ""class""]",Frustration,"[{""aspect"": ""Projector"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,IT,Matched the analyzed topic/keyword 'projector' to IT.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the IT department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask IT to review the feedback and complete the create task action.,FALLBACK,VALID
FB1071,2026-09-01,not enough healthy options,WhatsApp Feedback,not enough healthy options,Negative,0.9994,0.9994,"[""Healthy Options""]","[""healthy options""]",Frustration,"[{""aspect"": ""Healthy Options"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the General Services department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask General Services to review the feedback and complete the create task action.,FALLBACK,VALID
